date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:27	2183500/2183500	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-21514c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:27	22293/22293	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-5715%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-tagsinput.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:28	16780/16780	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-418c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:28	213775/213775	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-3430f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:28	269400/269400	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-41c58%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:28	21163/21163	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-52ab%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:29	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48e9-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:29	5091/5091	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-13e3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:29	15237/15237	---M-Z	200	added ('OK')	application/javascript	etag:W/%225eddf407-3b85%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:30	40174/40174	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-9cee%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:30	16935/16935	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-4227%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:30	12156/12156	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-2f7c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min.js?v=2.1.2	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min1c51.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:31	33222/33222	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-81c6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:31	25403/25403	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-633b%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:31	136405/136405	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2026%20Jun%202020%2009:14:29%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.245310725.1448545266.1593162631-785317726.1592997815)
11:14:32	725542/725542	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-b1226%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html)
11:14:33	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4864-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
11:14:33	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-12282%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
11:14:34	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-85b5d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
11:14:34	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-8547a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
11:14:35	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-d569%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
11:14:35	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-f5ae5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
11:14:37	307193/307193	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-4aff9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html)
11:14:37	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225eeb2f53-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
11:14:37	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-adf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
11:14:37	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-465f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
11:14:38	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jun%202020%2009:14:36%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
11:14:38	2864/2864	---M--	200	added ('OK')	image/png	etag:%225e6ba644-b30%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html)
11:14:38	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-2f72%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
11:14:39	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-25cd%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
11:14:39	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-5478%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
11:14:40	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jun%202020%2009:14:38%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/POST	C:/My%20Web%20Sites/Material%20Dashboard%20Pro/demos.creative-tim.com/material-dashboard-pro/examples/POST	(from http://connect.facebook.net/en_US/fbevents.js)
